ID,Product,Brand,Model,Notes,Network Techology,Network 2G bands,Network 3G bands,Network 4G bands,Network 5G bands,Network Speed,Network GPRS,Network EDGE,Announced,Status,Body Dimensions,Body Weight,Body Built,Body Keyboard,Body SIM,Body other,Display Type,Display Size,Display Resolution,Display Protection,Display other,Platform OS,Platform Chipset,Platform CPU,Platform GPU,Memory Card slot,Memory Phonebook,Memory Internal,Memory Call records,Memory Other,Main Camera Single,Main Camera Dual,Main Camera Triple,Main Camera Quad,Main Camera Five,Main Camera Penta,Main Camera Features,Main Camera Video,Selfie Camera Single,Selfie Camera Dual,Selfie Camera Triple,Selfie Camera Quad,Selfie Camera Features,Selfie Camera Video,Sound Alert types,Sound Loudspeaker,Sound 3.5mm jack,Sound other,Comms WLAN,Comms Bluetooth,Comms GPS,Comms NFC,Comms Radio,Comms USB,Comms Other,Features Sensors,Features Messaging,Features Browser,Features Clock,Features Alarm,Features Games,Features Languages,Features Java,Features other,Battery other,Battery Charging,Battery Stand by,Battery Talk time,Battery Music play,Misc Colors,Misc Models,Misc SAR US,Misc SAR EU,Misc Price group
5961,Samsung Galaxy Note 3 Neo,Samsung,Galaxy Note 3 Neo,"Versions: 
- Samsung GALAXY Note 3 Neo 3G N750
- Samsung GALAXY Note 3 Neo LTE+ N7505",GSM / HSPA / LTE;,GSM 850 / 900 / 1800 / 1900 - all versions;,HSDPA 850 / 900 / 1900 / 2100 - SM-N7505;HSDPA 900 / 1900 / 2100 - SM-N750;,"1, 3, 5, 7, 8, 20 - SM-N7505;",,"HSPA 42.2(LTE)/21.1(3G)/5.76 Mbps, LTE Cat4 150/50 Mbps;",,,"2014, January. Released 2014, February;",Discontinued;,148.4 x 77.4 x 8.6 mm (5.84 x 3.05 x 0.34 in);,162.5 g (5.71 oz);,,,Micro-SIM;,Stylus;,Super AMOLED;,"5.5 inches, 83.4 cm2 (~72.6% screen-to-body ratio);","720 x 1280 pixels, 16:9 ratio (~267 ppi density);",,,"Android 4.3 (Jelly Bean), upgradable to 5.1.1 (Lollipop), TouchWiz UI;",Exynos 5260 Hexa;,Hexa-core (4x1.3 GHz Cortex A7 & 2x1.7 GHz Cortex A15);,Mali-T624 MP4;,microSDXC (dedicated slot);,,"16GB (11GB user available), 2GB RAM;",,eMMC 5.0;,"8 MP, f/2.6, 31mm (standard), AF;",,,,,,"LED flash, panorama, HDR;","1080p@30fps, stereo sound rec.;","2 MP, f/2.4, 27mm (wide);",,,,,1080p@30fps;,,Yes;,Yes;,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot;","4.0, A2DP, LE;","GPS, GLONASS;",Yes;,No;,"microUSB 2.0, OTG;",,"Accelerometer, gyro, proximity, compass;",,,,,,,,"ANT+
S-Voice natural language commands and dictation;","Li-Ion 3100 mAh, removable;",,Up to 540 h (3G);,Up to 18 h (3G);,Up to 64 h;,"Black, White, Green, Pink, Red;","SM-N750, SM-N7505, SM-N750K, SM-N750S, SM-N7507, SM-N750L, SM-N7500Q, SM-N7506V, SM-N7505L;",0.54 W/kg (head) &nbsp; &nbsp; 0.70 W/kg (body) &nbsp; &nbsp; ;0.25 W/kg (head) &nbsp; &nbsp; 0.27 W/kg (body) &nbsp; &nbsp; ;,0.25 W/kg (head) &nbsp; &nbsp; 0.27 W/kg (body) &nbsp; &nbsp; ;,About 320 EUR;
6015,Samsung Galaxy Note 3 Neo Duos,Samsung,Galaxy Note 3 Neo Duos,"Also known as: 
- Samsung GALAXY Note 3 Neo Dual SIM N7502",GSM / HSPA;,GSM 850 / 900 / 1800 / 1900 ;,HSDPA 850 / 900 / 1900 / 2100 ;,,,HSPA 21.1/5.76 Mbps;,,,"2014, January. Released 2014, February;",Discontinued;,148.4 x 77.4 x 8.6 mm (5.84 x 3.05 x 0.34 in);,162.5 g (5.71 oz);,,,"Dual SIM, (Micro-SIM, dual stand-by);",Stylus;,Super AMOLED;,"5.5 inches, 83.4 cm2 (~72.6% screen-to-body ratio);","720 x 1280 pixels, 16:9 ratio (~267 ppi density);",,,"Android 4.3 (Jelly Bean), TouchWiz UI;",Qualcomm MSM8228 Snapdragon 400 (28 nm);,Quad-core 1.6 GHz Cortex-A7;,Adreno 305;,microSDXC (dedicated slot);,,"16GB (11GB user available), 2GB RAM;",,eMMC 4.5;,"8 MP, f/2.6, 31mm (standard), AF;",,,,,,"LED flash, panorama, HDR;","1080p@30fps, stereo sound rec.;","2 MP, f/2.4, 27mm (wide);",,,,,1080p@30fps;,,Yes;,Yes;,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;","4.0, A2DP, LE;","GPS, GLONASS;",No;,No;,"microUSB 2.0, OTG;",,"Accelerometer, gyro, proximity, compass;",,,,,,,,"ANT+
S-Voice natural language commands and dictation;","Li-Ion 3100 mAh, removable;",,Up to 440 h (3G);,Up to 22 h (3G);,Up to 87 h;,"Black, White, Green;",SM-N7502;,0.81 W/kg (head) &nbsp; &nbsp; 1.45 W/kg (body) &nbsp; &nbsp; ;0.45 W/kg (head) &nbsp; &nbsp; 0.42 W/kg (body) &nbsp; &nbsp; ;,0.45 W/kg (head) &nbsp; &nbsp; 0.42 W/kg (body) &nbsp; &nbsp; ;,About 410 EUR;
6434,Samsung Galaxy Note 4,Samsung,Galaxy Note 4,"Versions: N910F (Europe); N910K/N910L/N910S (Korea); N910C (Asia, Europe, South America); N910FD (United Arab Emirates); N910FQ (Turkey); N910H (Asia-Pacific); N910G (Singapore, India, Australia); N910U (Hong Kong, Taiwan, Australia, New Zealand, Chile); N910W8 (North America)",GSM / HSPA / LTE;,GSM 850 / 900 / 1800 / 1900 ;,HSDPA 850 / 900 / 1900 / 2100 ;HSDPA 850 / 1700 / 1900 / 2100 - N910W8;,"1, 2, 3, 4, 5, 7, 8, 17, 20 - N910F, N910C;1, 2, 3, 4, 5, 7, 8, 28, 38, 40 - N910G;1, 2, 3, 4, 5, 7, 8, 12, 17 - N910W8;1, 2, 3, 4, 5, 7, 8, 28 - N910U;",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps (Exynos 5433)HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps (Snapdragon 805);",,,"2014, September 03. Released 2014, October;",Discontinued;,153.5 x 78.6 x 8.5 mm (6.04 x 3.09 x 0.33 in);,176 g (6.21 oz);,"Glass front (Gorilla Glass 4), plastic back, aluminum frame;",,Micro-SIM;,Stylus;,Super AMOLED;,"5.7 inches, 88.5 cm2 (~73.4% screen-to-body ratio);","1440 x 2560 pixels, 16:9 ratio (~518 ppi density);",Corning Gorilla Glass 4;,,"Android 4.4.4 (KitKat), upgradable to 6.0.1 (Marshmallow);",Qualcomm APQ8084 Snapdragon 805 (28 nm)Exynos 5433;,Quad-core 2.7 GHz Krait 450 - Snapdragon 805Octa-core (4x1.3 GHz Cortex-A53 & 4x1.9 GHz Cortex-A57) - Exynos 5433;,Adreno 420 (Snapdragon 805)Mali-T760 MP6 (Exynos 5433);,microSDXC (dedicated slot);,,32GB 3GB RAM;,,eMMC 5.0;,"16 MP, f/2.2, 31mm (standard), 1/2.6"", 1.12Âµm, AF, OIS;",,,,,,"LED flash, panorama, HDR;","4K@30fps, 1080p@30/60fps, stereo sound rec.;","3.7 MP, f/1.9, 22mm (wide);",,,,HDR;,1440p@30fps;,,Yes;,Yes;,"24-bit/192kHz audio
;","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;","4.1, A2DP, EDR, LE;","GPS, GLONASS, BDS;",Yes;,No;,"microUSB 2.0 (MHL 3 TV-out), OTG;",,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, UV, heart rate, SpO2;",,,,,,,,"ANT+
S-Voice natural language commands and dictation
Air gestures;","Li-Ion 3220 mAh, removable;","15W wired, QC2;",,Up to 20 h (3G);,Up to 82 h;,"Frosted white, Charcoal black, Bronze Gold, Blossom Pink;","SM-N910C, SM-N910S, SM-N910H, SM-N910F, SM-N910G, SM-N910U, SM-N910K, SM-N916S, SM-N910L, SM-N916L, SM-N916K, SM-N910T3;",0.37 W/kg (head) &nbsp; &nbsp; 0.88 W/kg (body) &nbsp; &nbsp; ;0.37 W/kg (head) &nbsp; &nbsp; 0.38 W/kg (body) &nbsp; &nbsp; ;,0.37 W/kg (head) &nbsp; &nbsp; 0.38 W/kg (body) &nbsp; &nbsp; ;,About 350 EUR;
6758,Samsung Galaxy Note 4 (USA),Samsung,Galaxy Note 4 (USA),"Versions: N910M (Vodafone), N910V (Verizon), N910A (AT&T), N910T (T-Mobile), N910P (Sprint), N910R4 (US Cellular)",GSM / CDMA / HSPA / EVDO / LTE;,CDMA 800 / 1900 ;GSM 850 / 900 / 1800 / 1900 ;,CDMA2000 1xEV-DO ;HSDPA 850 / 900 / 1900 / 2100 ;,"2, 4, 5, 12, 17;",,"HSPA, LTE Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps;",,,"2014, Q4. Released 2014, Q4;",Discontinued;,153.5 x 78.6 x 8.5 mm (6.04 x 3.09 x 0.33 in);,176 g (6.21 oz);,,,Micro-SIM;,Stylus;,Super AMOLED;,"5.7 inches, 88.5 cm2 (~73.4% screen-to-body ratio);","1440 x 2560 pixels, 16:9 ratio (~518 ppi density);",Corning Gorilla Glass 4;,,"Android 4.4.4 (KitKat), upgradable to 6.0.1 (Marshmallow);",Qualcomm APQ8084 Snapdragon 805 (28 nm);,Quad-core 2.7 GHz Krait 450;,Adreno 420;,microSDXC (dedicated slot);,,32GB 3GB RAM;,,eMMC 5.0;,"16 MP, f/2.2, 31mm (standard), 1/2.6"", 1.12Âµm, AF, OIS;",,,,,,"LED flash, panorama, HDR;","4K@30fps, 1080p@30/60fps, stereo sound rec.;","3.7 MP, f/1.9, 22mm (wide);",,,,HDR;,1440p@30fps;,,Yes;,Yes;,"24-bit/192kHz audio
;","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;","4.1, A2DP, EDR, LE;","GPS, GLONASS;",Yes;,No;,"microUSB 2.0 (MHL 3 TV-out), OTG;",,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, UV, heart rate, SpO2;",,,,,,,,"ANT+
S-Voice natural language commands and dictation
Air gestures;","Li-Ion 3220 mAh, removable;","15W wired, QC2;",Up to 212 h (3G);,Up to 31 h 20 min (3G);,Up to 80 h;,"Frosted white, Charcoal black, Bronze Gold, Blossom Pink;","SM-N910A, SM-N910T, SM-N910V, SM-N910M, SM-N910P, SM-N910R4, SM-N910W8, SM-N910T3;",0.88 W/kg (head) &nbsp; &nbsp; 1.40 W/kg (body) &nbsp; &nbsp; ;,,About 250 EUR;
6749,Samsung Galaxy Note 4 Duos,Samsung,Galaxy Note 4 Duos,Also known as Samsung Galaxy Note4 (Dual SIM) N9100,GSM / HSPA / LTE;,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;,HSDPA 850 / 900 / 1900 / 2100 ;,"1, 3, 7, 38, 39, 40, 41 - Hong Kong;",,"HSPA, LTE;",,,"2014, October. Released 2014, October;",Discontinued;,153.5 x 78.6 x 8.5 mm (6.04 x 3.09 x 0.33 in);,175 g (6.17 oz);,,,"Dual SIM (Micro-SIM, dual stand-by);",Stylus;,Super AMOLED;,"5.7 inches, 89.6 cm2 (~74.2% screen-to-body ratio);","1440 x 2560 pixels, 16:9 ratio (~515 ppi density);",Corning Gorilla Glass 4;,,"Android 4.4.4 (KitKat), upgradable to 6.0.1 (Marshmallow);",Qualcomm APQ8084 Snapdragon 805 (28 nm);,Quad-core 2.7 GHz Krait 450;,Adreno 420;,microSDXC (dedicated slot);,,16GB 3GB RAM;,,eMMC 5.0;,"16 MP, f/2.2, 31mm (standard), 1/2.6"", 1.12Âµm, AF, OIS;",,,,,,"LED flash, panorama, HDR;","4K@30fps, 1080p@30/60fps, stereo sound rec.;","3.7 MP, f/1.9, 22mm (wide);",,,,HDR;,1440p@30fps;,,Yes;,Yes;,"24-bit/192kHz audio
;","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;","4.1, A2DP, EDR, LE;","GPS, GLONASS, BDS;",Yes;,No;,"microUSB 2.0 (MHL 3 TV-out), OTG;",,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, UV, heart rate, SpO2;",,,,,,,,"ANT+
S-Voice natural language commands and dictation
Air gestures;","Li-Ion 3000 mAh, removable;","15W wired, QC2;",Up to 381 h (3G);,,,"Frosted white, Charcoal black, Bronze Gold, Blossom Pink;","SM-N9100, SM-N9100;",0.33 W/kg (head) &nbsp; &nbsp; 1.09 W/kg (body) &nbsp; &nbsp; ;0.20 W/kg (head) &nbsp; &nbsp; 0.27 W/kg (body) &nbsp; &nbsp; ;,0.20 W/kg (head) &nbsp; &nbsp; 0.27 W/kg (body) &nbsp; &nbsp; ;,About 300 EUR;
5252,Samsung Galaxy Note 8.0,Samsung,Galaxy Note 8.0,"Tablet with support for GSM voice communication, SMS, and MMS
Also known as Samsung Galaxy Note 510, Samsung Galaxy Note 8 3G & WiFi, Samsung Galaxy Note 8.0 LTE",GSM / HSPA / LTE;,"GSM 850 / 900 / 1800 / 1900 - N5100, N5120;",HSDPA 850 / 900 / 1900 / 2100 - N5100;HSDPA 850 / 900 / 2100 - N5120;,"3, 7, 8, 20 - N5120;2, 4, 5, 17 - SGH-I467 (AT&T);",,"HSPA 42.2(LTE)/21.1(3G)/5.76 Mbps, LTE Cat3 100/50 Mbps;",,,"2013, February. Released 2013, April;",Discontinued;,210.8 x 135.9 x 8 mm (8.30 x 5.35 x 0.31 in);,338 g (3G) / 340 g (LTE) (11.99 oz);,,,Micro-SIM;,,TFT;,"8.0 inches, 185.6 cm2 (~64.8% screen-to-body ratio);","800 x 1280 pixels, 16:10 ratio (~189 ppi density);",,,"Android 4.1.2 (Jelly Bean), upgradable to 4.4 (KitKat);",Exynos 4412 Quad (32 nm);,Quad-core 1.6 GHz Cortex-A9;,Mali-400MP4;,microSDXC (dedicated slot);,,"16GB 2GB RAM, 32GB 2GB RAM;",,,"5 MP, AF;",,,,,,,720p@30fps;,1.3 MP;,,,,,;,,"Yes, with stereo speakers;",Yes;,,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot, DLNA;","4.0, A2DP;","GPS, GLONASS;",No;,No;,"microUSB 2.0 (MHL TV-out), OTG;",,"Accelerometer, gyro, proximity, compass;",,,,,,,,,"Li-Ion 4600 mAh, non-removable;",,Up to 710 h (2G) / Up to 480 h (3G);,Up to 28 h (2G) / Up to 24 h (3G);,Up to 120 h;,"Black, White/Silver, brown;","GT-N5100, GT-N5120;",0.74 W/kg (head) &nbsp; &nbsp; 0.76 W/kg (body) &nbsp; &nbsp; ;,0.74 W/kg (head) &nbsp; &nbsp; 0.76 W/kg (body) &nbsp; &nbsp; ;,About 320 EUR;
5253,Samsung Galaxy Note 8.0 Wi-Fi,Samsung,Galaxy Note 8.0 Wi-Fi,"Tablet with no support for GSM voice communication, SMS, and MMS
Also known as Samsung Galaxy Note 511, Samsung Galaxy Note 8 WiFi, Samsung GT-N5110",No cellular connectivity;, N/A;,,,,,No;,No;,"2013, February. Released 2013, April;",Discontinued;,210.8 x 135.9 x 8 mm (8.30 x 5.35 x 0.31 in);,338 g (11.92 oz);,,,No;,,TFT;,"8.0 inches, 185.6 cm2 (~64.8% screen-to-body ratio);","800 x 1280 pixels, 16:10 ratio (~189 ppi density);",,,"Android 4.1.2 (Jelly Bean), upgradable to 4.4 (KitKat);",Exynos 4412 Quad (32 nm);,Quad-core 1.6 GHz Cortex-A9;,Mali-400MP4;,microSDXC (dedicated slot);,,"16GB 2GB RAM, 32GB 2GB RAM;",,,"5 MP, AF;",,,,,,,720p@30fps;,1.3 MP;,,,,,;,,"Yes, with stereo speakers;",Yes;,,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA;","4.0, A2DP;","GPS, GLONASS;",No;,No;,"microUSB 2.0 (MHL TV-out), OTG;",,"Accelerometer, gyro, proximity, compass;",,,,,,,,,"Li-Ion 4600 mAh, non-removable;",,,Up to 8 h (multimedia);,Up to 120 h;,"Black, White/Silver, brown;",GT-N5110;,0.98 W/kg (body) &nbsp; &nbsp; ;0.34 W/kg (body) &nbsp; &nbsp; ;,0.34 W/kg (body) &nbsp; &nbsp; ;,About 280 EUR;
6631,Samsung Galaxy Note Edge,Samsung,Galaxy Note Edge,"Versions: N915FY (Europe), N915A (AT&T), N915T (T-Mobile), N915K/N915L/N915S (Korea), N915G (Singapore, Australia, Spain), N915D (Japan)",GSM / HSPA / LTE;,GSM 850 / 900 / 1800 / 1900 ;,HSDPA 850 / 900 / 1900 / 2100 ;,"1, 2, 3, 4, 5, 7, 8, 28 - SM-N915G;1, 2, 3, 4, 5, 7, 8, 20 - SM-N915FY;1, 2, 3, 4, 5, 7, 17, 20 - SM-N915A;1, 2, 3, 4, 5, 7, 8, 12, 17 - SM-N915T;",,"HSPA 42.2/5.76 Mbps, LTE (3CA) Cat6 300/50 Mbps or Cat4 150/50 Mbps;",,,"2014, September. Released 2014, November;",Discontinued;,151.3 x 82.4 x 8.3 mm (5.96 x 3.24 x 0.33 in);,174 g (6.14 oz);,"Glass front (Gorilla Glass 3), plastic back, aluminum frame;",,Micro-SIM;,Stylus;,Super AMOLED;,"5.6 inches, 96.2 cm2 (~77.2% screen-to-body ratio);","1600 x 2560 pixels, 16:10 ratio (~524 ppi density);",Corning Gorilla Glass 3;,Curved edge screen;,"Android 4.4.4 (KitKat), upgradable to 6.0 (Marshmallow);",Qualcomm APQ8084 Snapdragon 805 (28 nm);,Quad-core 2.7 GHz Krait 450;,Adreno 420;,microSDXC (dedicated slot);,,"32GB 3GB RAM, 64GB 3GB RAM;",,eMMC 5.0;,"16 MP, f/2.2, 31mm (standard), 1/2.6"", 1.12Âµm, AF, OIS;",,,,,,"LED flash, panorama, HDR;","4K@30fps, 1080p@30/60fps, stereo sound rec.;","3.7 MP, f/1.9;",,,,,1440p@30fps;,,Yes;,Yes;,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;","4.1, A2DP, EDR, LE;","GPS, GLONASS, BDS;",Yes;,No;,"microUSB 2.0 (MHL 3 TV-out), OTG;",,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, UV, heart rate, SpO2;",,,,,,,,"ANT+
S-Voice natural language commands and dictation
Air gestures;","Li-Ion 3000 mAh, removable;","15W wired, QC2;",,Up to 18 h (3G);,Up to 67 h;,"Black, White;","SM-N9150, SM-N915A, SM-N915D, SM-N915F, SM-N915FY, SM-N915G, SM-N915K, SM-N915L, SM-N915P, SM-N915R4, SM-N915S, SM-N915T, SM-N915V, SM-N915W8, SM-N915X, SC-01G;",0.24 W/kg (head) &nbsp; &nbsp; 0.33 W/kg (body) &nbsp; &nbsp; ;,0.24 W/kg (head) &nbsp; &nbsp; 0.33 W/kg (body) &nbsp; &nbsp; ;,About 300 EUR;
8683,Samsung Galaxy Note FE,Samsung,Galaxy Note FE,"Versions: N935F/DS (Malaysia, Philippines); N935S, N935K, N935L (Korea)
Also known as Samsung Galaxy Note Fan Edition",GSM / HSPA / LTE;,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only); TD-SCDMA;,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ;,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 38, 39, 40, 41;",,"HSPA 42.2/5.76 Mbps, LTE (3CA) Cat12 600/150 Mbps;",,,"2017, July;","Available. Released 2017, July;",153.5 x 73.9 x 7.9 mm (6.04 x 2.91 x 0.31 in);,167 g (5.89 oz);,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;",,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);","IP68 dust/water resistant (up to 1.5m for 30 min)
Stylus;","Super AMOLED, HDR10;","5.7 inches, 89.6 cm2 (~79.0% screen-to-body ratio);","1440 x 2560 pixels, 16:9 ratio (~515 ppi density);",Corning Gorilla Glass 5;,Always-on display;,"Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie), One UI;",Exynos 8890 Octa (14 nm);,Octa-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53);,Mali-T880 MP12;,microSDXC (uses shared SIM slot);,,64GB 4GB RAM;,,UFS 2.0;,"12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4Âµm, dual pixel PDAF, OIS;",,,,,,"LED flash, auto-HDR, panorama;","4K@30fps, 1080p@30/60fps, 720p@240fps, stereo sound rec., HDR, gyro-EIS;",,"5 MP, f/1.7, 22mm (wide)
2 MP (dedicated iris scanner camera);",,,"Dual video call, Auto-HDR;",;,,Yes;,Yes;,"24-bit/192kHz audio
;","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;","4.2, A2DP, EDR, LE;","GPS, GLONASS, BDS, GALILEO;",Yes;,No;,USB Type-C 3.1;,,"Iris scanner, fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2;",,,,,,,,"ANT+
S-Voice natural language commands and dictation
Samsung Pay (Visa, MasterCard certified);","Li-Ion 3200 mAh, non-removable;","15W wired, QC2
Wireless (Qi);",,Up to 23 h (3G);,Up to 68 h;,"Black Onyx, Blue Coral, Gold Platinum, Silver Titanium;","SM-N935F, SM-N935L, SM-N935S, SM-N935K;",0.46 W/kg (head) &nbsp; &nbsp; 1.16 W/kg (body) &nbsp; &nbsp; ;,,About 500 EUR;
4374,Samsung Galaxy Note I717,Samsung,Galaxy Note I717,"For AT&T
Also known as Samsung Galaxy Note 4G, Samsung SGH-I717, Samsung Galaxy Note LTE",GSM / HSPA / LTE;,GSM 850 / 900 / 1800 / 1900 ;,HSDPA 850 / 1900 / 2100 ;,"4, 17;",,"HSPA 21.1/5.76 Mbps, LTE;",,,"2012, January. Released 2012, January;",Discontinued;,146.8 x 83 x 9.7 mm (5.78 x 3.27 x 0.38 in);,178 g (6.28 oz);,,,Mini-SIM;,Stylus;,Super AMOLED;,"5.3 inches, 81.4 cm2 (~66.8% screen-to-body ratio);","800 x 1280 pixels, 16:10 ratio (~285 ppi density);",Corning Gorilla Glass;,,"Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich), TouchWiz UI;",Qualcomm MSM8660 Snapdragon S3;,Dual-core 1.5 GHz Scorpion;,Adreno 220;,microSDHC (dedicated slot);,,16GB 1GB RAM;,,,"8 MP, AF;",,,,,,LED flash;,1080p@30fps;,2 MP;,,,,,;,,Yes;,Yes;,,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot;","3.0, A2DP, EDR;","GPS, A-GPS, GLONASS;",Yes;,No;,"microUSB 2.0 (MHL TV-out), OTG;",,"Accelerometer, gyro, proximity, compass, barometer;",,,,,,,,"MP4/DivX/XviD/WMV/H.264 player
MP3/WAV/eAAC+/AC3/FLAC player
Photo/video editor
Document editor ;",Removable Li-Ion 2500 mAh battery;,,Up to 252 h;,10 h;,,"Carbon Blue, Ceramic White;",,0.41 W/kg (head) &nbsp; &nbsp; 1.43 W/kg (body) &nbsp; &nbsp; ;0.16 W/kg (head) &nbsp; &nbsp; ;,0.16 W/kg (head) &nbsp; &nbsp; ;,About 350 EUR;
5152,Samsung Galaxy Note II CDMA,Samsung,Galaxy Note II CDMA,"Versions:
Samsung SCH-I605 for Verizon
Samsung SCH-R950 for U.S. Cellular
Samsung SPH-L900 for Sprint",GSM / CDMA / HSPA / EVDO / LTE;,"GSM 850 / 900 / 1800 / 1900 - SCH-I605, SPH-L900;CDMA 800 / 1900 - SCH-I605, SPH-L900, SCH-R950;","HSDPA 850 / 900 / 1900 / 2100 - SCH-I605, SPH-L900;CDMA2000 1xEV-DO - SCH-I605, SPH-L900, SCH-R950;","13 - SCH-I605;25 - SPH-L900;2, 4, 5, 12 - SCH-R950;",,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps;",,,"2012, Q3. Released 2012, Q4;",Discontinued;,151.1 x 80.5 x 9.4 mm (5.95 x 3.17 x 0.37 in);,179.4 g (6.31 oz);,,,Micro-SIM;,Stylus;,Super AMOLED;,"5.5 inches, 83.4 cm2 (~68.6% screen-to-body ratio);","720 x 1280 pixels, 16:9 ratio (~267 ppi density);",,,"Android 4.1 (Jelly Bean), upgradable to 4.4.2 (KitKat), TouchWiz UI;",Exynos 4412 Quad (32 nm);,Quad-core 1.6 GHz Cortex-A9;,Mali-400MP4;,microSDXC (dedicated slot);,,16GB 2GB RAM;,,,"8 MP, AF;",,,,,,LED flash;,1080p@30fps;,1.9 MP;,,,,,;,,Yes;,Yes;,,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot;","4.0, A2DP, EDR, LE;","GPS, GLONASS;",Yes;,"Stereo FM radio, RDS - I605 & R950 models;","microUSB 2.0 (MHL TV-out), OTG;",,"Accelerometer, gyro, proximity, compass, barometer;",,,,,,,,S-Voice natural language commands and dictation;,"Li-Ion 3100 mAh, removable;",,Up to 250 h (2G) / Up to 300 h (3G);,Up to 15 h;,Up to 40 h;,"Titanium Gray, Marble White, Amber Brown, Ruby Wine;",SCH-I605;,,,About 350 EUR;
4854,Samsung Galaxy Note II N7100,Samsung,Galaxy Note II N7100,,GSM / HSPA / LTE;,GSM 850 / 900 / 1800 / 1900 ;,HSDPA 850 / 900 / 1900 / 2100 ;HSDPA 850 / 900 / 2100 - N7105;,"3, 7, 8, 20 - N7105;",,"HSPA 42.2(LTE)/21.1(3G)/5.76 Mbps, LTE Cat3 100/50 Mbps;",,,"2012, August. Released 2012, September;",Discontinued;,151.1 x 80.5 x 9.4 mm (5.95 x 3.17 x 0.37 in);,183 g (6.46 oz);,"Glass front, plastic back, plastic frame;",,Micro-SIM;,Stylus;,Super AMOLED;,"5.5 inches, 83.4 cm2 (~68.6% screen-to-body ratio);","720 x 1280 pixels, 16:9 ratio (~267 ppi density);",,,"Android 4.1.1 (Jelly Bean), upgradable to 4.4.2 (KitKat), TouchWiz UI;",Exynos 4412 Quad (32 nm);,Quad-core 1.6 GHz Cortex-A9;,Mali-400MP4;,microSDXC (dedicated slot);,,"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM;",,,"8 MP, f/2.6, AF;",,,,,,LED flash;,1080p@30fps;,1.9 MP;,,,,,;,,Yes;,Yes;,,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot;","4.0, A2DP, EDR, LE;","GPS, A-GPS, GLONASS;",Yes;,"Stereo FM radio, RDS - N7100 model only;","microUSB 2.0 (MHL TV-out), OTG;",,"Accelerometer, gyro, proximity, compass, barometer;",,,,,,,,"ANT+
S-Voice natural language commands and dictation;",Removable Li-Ion 3100 mAh battery;,,Up to 980 h (2G) / Up to 890 h (3G);,Up to 35 h (2G) / Up to 16 h (3G);,,"Titanium Gray, Marble White, Amber Brown, Ruby Wine, Pink, Blue;","GT-N7100, GT-N7105, SHV-E250S, SHV-E250K, SGH-I317M, SHV-E250L, SGH-T889;",0.23 W/kg (head) &nbsp; &nbsp; 0.95 W/kg (body) &nbsp; &nbsp; ;0.17 W/kg (head) &nbsp; &nbsp; ;,0.17 W/kg (head) &nbsp; &nbsp; ;,About 300 EUR;
